	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus
G69208	2.4489799999999997	0.12019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1171200000000001	0.0	0.0	0.04618	42.18524	0.0	0.0	0.26285	0.0	0.0	0.0
G78693	2.76166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00316	34.22266	0.0	0.0	0.45503000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060989999999999996	0.0	0.019030000000000002	0.0	0.52178
G80396	3.5014	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.64432	0.0	0.0	0.11059000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.509180000000001	0.0	0.0	0.0	1.68288
G80569	0.07400000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028699999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.01855	0.0	3.62815	0.0	0.0	0.0	0.0	0.0	0.0
G78805	1.3636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15765	0.0	0.0	0.0
G78715	7.45021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13104000000000002	0.00632	0.0	0.0
G78834	7.37409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00645	0.0	0.0	0.0	0.0	0.0	0.0	0.31817	0.0	0.007659999999999999	0.0	0.0	0.23338000000000003	0.0	0.0	0.0
G80266	40.91124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07984	0.00823	0.0	0.0	0.0	0.38067	0.0	0.0	0.0
G78589	25.236060000000002	0.0	0.0	0.0	0.12755	0.0	0.0	0.01329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88381	0.0	0.0	0.0	0.0	0.0	0.0	0.02015	0.023119999999999998	0.37522	0.0	0.0	0.0	0.12489000000000001	0.0	0.0
G78686	2.0491900000000003	0.0	0.09786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07906	0.0	0.00772	0.0	0.0	0.0	0.0	0.0	0.01883	0.0	0.0	0.0	0.0	0.0	0.02172	0.17440999999999998	0.0	0.0
G80373	3.20293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053989999999999996	0.08628999999999999	0.0	0.0	0.0	0.17613	0.0	0.0	0.0	0.0	0.0	0.0	0.11795	0.0	0.0	0.0	0.0	0.0	0.0	3.26404	0.18513
G78886	12.81498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.014509999999999999	0.0	0.0	1.01031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09779	0.06992000000000001	0.0	0.21306999999999998	0.09031
G80588	6.464090000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.298559999999995	0.0	0.0	0.0	0.0	0.01055	0.07203999999999999	0.0	0.0
G80416	2.42932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08367999999999999	0.0	0.0	0.0	0.0	0.62953	0.0	0.0	0.0	0.0	0.0	0.27219	0.0	0.0	0.0	0.0	0.14704	0.03077	0.09454	1.03674	0.26055
G80432	2.6905200000000002	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03909	0.040139999999999995	0.0	0.0	0.14261	0.0	0.0	0.0	0.0	0.0	0.00484	0.0	0.0047	0.0	0.0	0.01138	0.0	0.0	0.0	1.25306
G80379	1.6750099999999999	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1874	0.0	0.0	0.0	0.0118
G78675	41.212920000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02111	0.0	0.0	0.0	0.27032	0.0	0.0	0.0	0.0	0.0	0.0	0.59918	0.0	0.0	0.0	0.0	0.39328	0.0	0.0	0.0
G80447	0.0	0.0	0.0	0.0	0.0	0.0	1.79856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49251999999999996	0.0	0.0	0.0	2.02977	0.0	0.0	0.0	0.0	0.0	0.0	0.19677	0.0	0.0	0.0	0.0	2.92128	0.0	0.0	0.0
G78874	0.00759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.07062	0.0	0.0	0.0	0.7155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72473	0.0	0.0	0.0
G78774	8.24226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13248	0.0	0.0	0.0	0.0	0.53522	0.0	0.0	0.0	0.0	0.0	0.12509	0.0	0.0	0.0	0.0	0.80615	0.0	0.0	0.0	0.0
G80554	1.21943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054220000000000004	0.0	0.0	0.0	0.0	20.97335	0.05504	0.0	0.0	0.02889	0.0	0.15578	0.031010000000000003	0.0	0.0	0.0	0.17285999999999999	0.0258	0.0	0.0	0.0	0.27729000000000004	0.0	0.0	0.0
G80561	4.32819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059789999999999996	0.0	0.0	0.0	0.0	0.11857999999999999	0.0	0.0	0.0
G80475	0.02638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.01047	0.0	0.01153	0.0	0.0	0.0	0.0	0.9493799999999999	0.00517	0.03425	0.0	0.0	0.0	0.0	0.0	0.0
G80495	7.68813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013309999999999999	0.0	0.0	0.0	0.032330000000000005	0.20047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09791	0.00685	0.0007700000000000001	0.0	0.0	0.25543000000000005	0.0	0.0	0.0
G80521	2.09868	0.0	0.0	0.0	0.0	0.0	0.0	0.008579999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08768	0.54206	0.0	0.0	0.13899	0.0	0.0	0.0	0.0	0.0	0.02129	0.0	0.0	0.0	0.0	0.0	0.09587999999999999	0.0	0.0	0.0
G69153	6.724060000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01469	0.08043	0.0	0.0	0.18253	0.0	0.0	0.03221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48452	0.0	0.0	0.0
G80507	0.53804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40784000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07429	0.0	0.00101	0.0	0.0	0.24808000000000002	0.0	0.0	0.0
G78519	0.89749	0.0	0.0	0.0	0.0	0.0	0.07085	12.73664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01856	0.0	0.9122100000000001	0.0	0.0	0.2742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09416000000000001	0.0	0.0	0.0	0.0
G80543	21.92831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056139999999999995	0.0	0.15937	0.0	0.0	0.10585	0.0	0.0822	0.0	0.0	0.0	0.0	0.0	0.14534	0.007659999999999999	0.0	0.0	0.0	3.8583800000000004	0.0	0.16788	0.0	0.0	0.0	10.23002	0.0	0.0
G80472	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.20881	0.0	0.0	0.0	0.0	0.0	0.07459	0.0	0.0	0.0	0.0	0.0	0.01761	0.0	0.0	0.0	0.0	0.06786	0.0	0.0	0.0	0.0	0.25467	0.0	0.0	0.0	0.0	0.0	0.0327	0.0	0.0
G80497	79.20212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051320000000000005	0.0	0.0	0.01355	0.0	0.06396	0.0	0.0	0.00621	0.0	0.0	0.0	0.0	0.0	1.7610299999999999	0.0	0.13345	0.03702	0.24129	0.0	0.0	0.02678	0.008790000000000001	0.0	0.0
G80529	4.8512699999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0142	0.0702	0.0	0.0	0.0	0.1989	0.0	0.0	0.0	0.0
G80568	15.71699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09397	0.0	0.037160000000000006	0.0	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.01228	0.0	0.0	0.0	0.0	0.0	0.17045	0.0	0.0	0.0	0.54792	0.0	0.0
G80316	4.4909300000000005	0.0	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02405	0.0	0.00392	0.0	0.0	0.23018000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06059	0.0	0.0	0.0
G80341	0.89318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014459999999999999	0.0	0.00063	0.0	0.0	0.0909	0.0	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32813000000000003	0.0	0.0	0.0
G80573	0.42582	0.01656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18566	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.95872	0.0	0.0023899999999999998	0.0	0.0	0.0	0.008790000000000001	0.0	0.0
G80378	0.47243999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0574	0.0	3.44466	0.0	0.0	0.0	26.1293	0.0	0.0	0.29841999999999996	0.0	0.0	0.0	0.0	0.0	0.66683	0.22895	0.0	0.0	0.0	0.0	0.02244	0.0	0.48863	0.61916
G80594	89.96242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050069999999999996	0.0	0.0	0.10751	0.0	0.19791	0.24752	0.0	0.0	0.0	0.0	0.0	0.08591	0.0	0.0	0.00466	0.82905	0.0	0.0009400000000000001	0.0	0.0	0.0	0.18112	0.0	0.0
G80508	1.1640000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00483	8.19534	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80340	0.4534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.23024000000001	0.0	0.0	0.006940000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15545	0.0	0.0	0.0	0.04268
G69176	0.30191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06667999999999999	0.40441	0.0	0.0	0.0	0.07399	77.80836	0.0	0.0	0.00942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3127	0.0	0.0	0.0	0.0
G69184	2.6959400000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	12.359000000000002	0.0	0.0	0.007670000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.01112	0.0188	0.0	0.0	2.2177599999999997	0.0	0.40294	0.0	0.40552
G69191	2.71671	0.0	0.0	0.0	0.0	0.0	0.73578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.24216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4087399999999999	0.0	0.0	0.0	0.0
G78870	5.80354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.33402	0.0	0.0	0.01121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021230000000000002	0.0	0.0	1.05816	0.02065	0.0	0.0	0.0
G78871	14.54296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.72812	0.0	0.0	0.04423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1775400000000005	0.04562	0.0	0.0	0.0
G78721	4.63359	0.0	0.0	0.0	0.0	0.0	0.47985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.66149	0.0	0.0	0.016030000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.11027999999999999	0.0	0.0	0.0	0.59568	0.06785	0.0	0.0	0.0
G80498	0.00466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052360000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0194	0.1888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5825	0.0	0.0	0.0	0.0	0.0	0.0
G80455	9.27657	0.0	0.0	0.41317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1608	0.0	0.0	0.0	0.02939	0.0	0.0	0.0	0.0	0.0	0.0	0.05633	0.0	0.11316	0.0	0.0	0.0	0.08874	0.0	0.0
G78579	16.8164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29208	0.0	0.0	0.0307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00759	0.01963	0.49631000000000003	0.0	0.0
G80387	13.62629	0.0	0.0	0.0	0.0	0.0	0.00315	0.00907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00499	0.0	0.0	3.82171	0.01121	0.0	0.0	0.0
G80482	27.10908	0.01956	0.02657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01239	0.0	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0	12.1264	0.0	0.0	0.0	0.5291600000000001	0.0	0.0	0.01744	0.0	0.0	0.0	8.329260000000001	0.00965	0.06355	0.0	0.0	0.16479000000000002	0.00049	0.0	0.0
G78564	38.106640000000006	0.0	0.0	0.0	0.039080000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06785	0.0	0.0	0.0	0.0	0.0	6.38551	0.0	0.0	0.25803000000000004	2.42955	0.0	1.55009
G80478	74.86846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20215999999999998	0.0	7.4894	0.0	0.00072	0.73387	0.15684	0.0	0.0
G78782	98.73735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05366	0.0	0.0	0.0	0.00067	0.05221	0.20306	0.0	0.0	0.0	0.06191	0.0	0.0
G80351	1.5145899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.018000000000000002	0.0	0.0	0.0	0.01378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014230000000000001	0.06688999999999999	0.02128	0.0	0.0
G80264	1.48668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05995	0.0	0.0	0.0	0.0	0.03873	0.0	0.0	0.0	0.0	0.0	0.44619	0.0	0.0	0.0	0.0	4.91441	0.00267	0.0	0.0	0.0
G80355	24.87452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22021999999999997	0.0	0.0	3.3293800000000005
G80383	15.38466	0.0	0.0	0.0	0.0	0.0	0.01949	0.0	0.0	0.0	0.0	0.01615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48341999999999996	0.0	0.0	0.0	0.02555	0.0	0.0	0.0	0.0	0.009309999999999999	0.0	0.08523	0.0	0.024480000000000002	0.0	5.76118	0.0	0.05741	0.0	0.18333
G78548	0.62737	0.0	0.0	0.0	0.0	0.0	0.33266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13825	0.0	0.0	0.0	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.09781000000000001	0.0	0.0	0.0	12.176219999999999	0.0	0.0	0.0	0.026869999999999998
G78887	2.1530299999999998	0.0	7.73073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20435999999999999	0.0	0.0	0.0	0.0	0.0	8.38274	0.0	0.0	0.01463	0.0	0.0	0.0	0.0	0.0	0.0	4.49183	0.0	0.00217	0.0	0.0	1.2390299999999999	0.0	0.11358	0.05482000000000001
G80401	12.11926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00509	0.0	0.0	0.0	0.0	0.0	0.0	0.006959999999999999	0.0006	0.0	0.0	0.63864	0.0	0.0	0.0	0.0	0.0	0.0	0.008320000000000001	0.0	0.0	0.0	1.58049	0.26228	0.0	0.0	0.0
G80395	38.11187	0.0	0.0	0.0	0.0	0.0	0.0	0.01081	0.0325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21016999999999997	0.00232	0.0	0.0	0.0040100000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.07927000000000001	0.0	0.021730000000000003	0.0	0.0	0.18268	0.0	2.44581	0.0
G80530	10.055710000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.89635	0.0	0.05794	0.0	0.0	0.0	0.058039999999999994	0.0	0.0
G80535	3.2774400000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5140899999999999	0.0	0.0	0.0	0.0	0.00434	0.01816	0.0	0.0
